challenge_name,category,difficulty,difficulty_original,year,ctf_event,word_count,unique_words,vocabulary_richness,sentence_count,avg_sentence_length,header_count,code_block_count,section_count,security_term_density,tool_mention_count,vulnerability_count,lines_of_code,avg_code_block_length,function_count,import_count,solution_step_count,technical_concept_count,sbert_pca_0,sbert_pca_1,sbert_pca_2,sbert_pca_3,sbert_pca_4,sbert_pca_5,sbert_pca_6,sbert_pca_7,sbert_pca_8,sbert_pca_9,sbert_pca_10,sbert_pca_11,sbert_pca_12,sbert_pca_13,sbert_pca_14,sbert_pca_15,sbert_pca_16,sbert_pca_17,sbert_pca_18,sbert_pca_19,sbert_pca_20,sbert_pca_21,sbert_pca_22,sbert_pca_23,sbert_pca_24,sbert_pca_25,sbert_pca_26,sbert_pca_27,sbert_pca_28,sbert_pca_29,sbert_pca_30,sbert_pca_31,sbert_pca_32,sbert_pca_33,sbert_pca_34,sbert_pca_35,sbert_pca_36,sbert_pca_37,sbert_pca_38,sbert_pca_39,sbert_pca_40,sbert_pca_41,sbert_pca_42,sbert_pca_43,sbert_pca_44,sbert_pca_45,sbert_pca_46,sbert_pca_47,sbert_pca_48,sbert_pca_49,tfidf_00,tfidf_00 00,tfidf_10,tfidf_11,tfidf_16,tfidf_add,tfidf_address,tfidf_app,tfidf_application,tfidf_assets,tfidf_bash,tfidf_binary,tfidf_buffer,tfidf_byte,tfidf_bytes,tfidf_char,tfidf_check,tfidf_code,tfidf_com,tfidf_command,tfidf_const,tfidf_content,tfidf_create,tfidf_data,tfidf_def,tfidf_description,tfidf_end,tfidf_error,tfidf_file,tfidf_following,tfidf_function,tfidf_htb,tfidf_html,tfidf_http,tfidf_https,tfidf_id,tfidf_img,tfidf_import,tfidf_index,tfidf_input,tfidf_int,tfidf_ip,tfidf_json,tfidf_key,tfidf_len,tfidf_length,tfidf_let,tfidf_libc,tfidf_long,tfidf_main,tfidf_memory,tfidf_message,tfidf_need,tfidf_new,tfidf_number,tfidf_open,tfidf_output,tfidf_password,tfidf_payload,tfidf_png,tfidf_port,tfidf_print,tfidf_process,tfidf_provided,tfidf_public,tfidf_py,tfidf_python,tfidf_range,tfidf_read,tfidf_request,tfidf_response,tfidf_return,tfidf_root,tfidf_run,tfidf_script,tfidf_self,tfidf_server,tfidf_session,tfidf_set,tfidf_sh,tfidf_solution,tfidf_start,tfidf_string,tfidf_text,tfidf_time,tfidf_token,tfidf_true,tfidf_txt,tfidf_type,tfidf_url,tfidf_use,tfidf_used,tfidf_user,tfidf_username,tfidf_using,tfidf_value,tfidf_void,tfidf_windows,tfidf_write,tfidf_x00,category_blockchain,category_crypto,category_forensics,category_fullpwn,category_hardware,category_misc,category_pwn,category_reversing,category_web
novaenergy,web,Beginner,Easy,2025,bug-bounty-ctf,329,205,0.6231003039513677,37,8.891891891891891,5,0,5,0.0303951367781155,1,0,0,0.0,0,0,0,3,-0.3281065225601196,-0.1009185835719108,0.067328080534935,0.2761608064174652,0.1317281872034073,0.035873532295227,-0.0513937585055828,-0.1195514500141143,0.0733288824558258,-0.0667800605297088,0.0820857360959053,-0.1455807387828827,0.0441412776708602,0.0933976024389267,-0.0599653609097003,-0.0060998573899269,-0.0657771006226539,-0.0482762418687343,-0.0890168771147728,0.0006984323263168,0.0294504761695861,-0.0399237945675849,0.1545674502849578,0.0225909501314163,-0.0446150600910186,0.0491735860705375,-0.0271524991840124,-0.0438792258501052,0.0370762646198272,-0.0509814172983169,-0.0850236564874649,-0.0711662769317627,0.0658978074789047,-0.0442069172859191,0.009354792535305,0.005439031869173,0.0094551257789134,-0.0083252191543579,-0.0658525079488754,0.0170453768223524,-0.0897136479616165,0.0325389802455902,0.0697237104177475,-0.0861993357539177,0.0667823106050491,0.0089897010475397,-0.0058309221640229,-0.0956869274377822,-0.0894981771707534,-0.0326028428971767,0.0,0.0,0.0,0.0,0.0,0.0,0.0459827886454994,0.0,0.1612856293347279,0.4605109719561395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0913689353799882,0.0,0.0,0.0,0.0,0.0754732465560116,0.0,0.0295114852455431,0.0,0.0,0.0333469423101645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377366232780058,0.0,0.0,0.0401725113326152,0.0,0.0,0.0,0.4684006402835055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603097326019892,0.0,0.3646722233413157,0.0,0.0,0.0,0.0,0.0,0.116436435773196,0.0842411456713537,0.0,0.0630195323345093,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
GhostInTheMachine,reversing,Beginner,Very Easy,2023,htboo-ctf-2023,325,207,0.6369230769230769,23,14.130434782608695,6,5,6,0.0338461538461538,1,0,33,6.6,0,1,0,0,0.4208210408687591,0.0627689361572265,0.1475133895874023,0.0522597059607505,-0.1930000483989715,0.1484329253435135,0.1013348773121833,0.0903033167123794,0.0173390563577413,-0.059178203344345,-0.0425141938030719,-0.1331889629364013,0.0571231991052627,0.0038165664300322,-0.0171782746911048,0.0662746801972389,-0.0721010267734527,0.1040955856442451,0.1469931602478027,0.0980971828103065,0.0275198947638273,0.0017758060712367,0.023923335596919,-0.0375374108552932,0.0175366587936878,-0.0760726779699325,-0.0875914394855499,-0.032035369426012,-0.0212237164378166,-0.03835279494524,0.0964218452572822,0.0224797949194908,0.0041468385607004,0.0568293519318103,-0.0182862095534801,0.0124916546046733,-0.0228713359683752,0.0541110597550869,-0.0443672500550746,-0.0316435843706131,-0.0133536644279956,0.0784788057208061,-0.0471095405519008,-0.0011935046641156,0.0284045357257127,0.0848699212074279,-0.0311159286648035,-0.0529550835490226,0.1204897686839103,-0.0470112822949886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165668571017037,0.1640188286119537,0.3716747969081142,0.1197377265713846,0.6087221843775519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529912643908841,0.0,0.0,0.0,0.0,0.046827100124123,0.0,0.1806473723559447,0.0,0.0,0.0,0.0,0.0,0.0,0.1036633255001342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056085546973713,0.0,0.0,0.0,0.0,0.0,0.1692355052747764,0.0,0.0,0.0,0.0,0.0,0.0501664057149301,0.0,0.0564118350915921,0.0,0.1141488343189206,0.0,0.0,0.0551259087993535,0.0,0.0,0.0,0.0,0.1864044306844413,0.0,0.0,0.0,0.0,0.0,0.0,0.0804472081405686,0.0,0.0,0.0,0.0609820715816382,0.0,0.0,0.0,0.0,0.0,0.0907891418550973,0.0,0.0,0.0,0.0,0.0,0.1571776872105376,0.0,0.0584415831423959,0.0,0,0,0,0,0,0,0,1,0
WindowOfOpportunity,reversing,Beginner,Easy,2023,uni-ctf-2023,351,213,0.6068376068376068,27,13.0,6,6,6,0.0227920227920227,0,0,33,5.5,0,1,0,1,0.2711980640888214,0.1175206303596496,-0.0433541983366012,-0.047054361552,-0.0878093764185905,-0.0665706023573875,0.0565239153802394,0.0078039555810391,-0.1948623210191726,-0.1851662099361419,-0.0692157223820686,-0.1356083452701568,0.102263256907463,0.115537017583847,-0.1331627666950225,0.0903195738792419,-0.0839069187641143,-0.0239354334771633,-0.0918438658118248,0.0429129377007484,0.0367198102176189,0.0382916219532489,0.0380249395966529,-0.0543968640267849,0.0332185253500938,-0.008400360122323,0.0228798240423202,0.015485655516386,0.0585718527436256,0.0445593819022178,-0.0739107951521873,-0.0684545636177063,0.0568565502762794,0.0266283527016639,-0.0446229055523872,0.0298505444079637,0.0093917148187756,-0.0350911244750022,0.0270662289112806,0.077944628894329,0.09976177662611,0.0544745400547981,-0.030927874147892,-0.069363422691822,-0.0297020729631185,-0.0556788779795169,0.0229992568492889,-0.0214345306158065,0.101186454296112,-0.1756290793418884,0.0,0.0,0.0,0.0,0.0,0.3079715053469981,0.0,0.0,0.0,0.0,0.0,0.2264538712225568,0.0,0.347596218383548,0.139975797727906,0.0889510513861762,0.0708504972584015,0.0,0.0,0.0,0.0,0.0,0.0749949047450354,0.0,0.0,0.0,0.0,0.0796479933540812,0.0,0.0,0.0,0.1311302528192079,0.0,0.0,0.0,0.0,0.0,0.0605922506527554,0.0,0.3059337461287204,0.0,0.0,0.0,0.0,0.16620123511928,0.0,0.0,0.0,0.0,0.0655651264096039,0.0,0.0,0.185843544506474,0.0,0.0,0.0,0.0,0.4593596517636777,0.0,0.0,0.0,0.1759365955951086,0.0,0.0,0.0,0.4003268126351745,0.0,0.1615286591708929,0.0,0.0,0.0,0.0514632878598376,0.0,0.0726368361701922,0.0659465637468331,0.0,0.0,0.0,0.0,0.0,0.0940443956712813,0.0,0.069987898863953,0.0,0.0,0.0,0.0667211354391957,0.0,0.0,0.0,0.0530671615375246,0.0,0.0,0.0,0.0517259373204685,0.1966953792288118,0.0,0.0,0.0683193798235484,0.0,0,0,0,0,0,0,0,1,0
Que onda,pwn,Beginner,Very Easy,2024,hacktheboo-2024,637,358,0.5620094191522763,71,8.971830985915492,8,4,8,0.0345368916797488,5,0,78,19.5,0,3,0,2,-0.0857721045613288,-0.0293780509382486,-0.1485009640455246,-0.1296136677265167,-0.0256762728095054,-0.3192049562931061,-0.2027993947267532,0.2679089605808258,-0.2682913541793823,0.0174140315502882,0.0273614302277565,-0.0863829925656318,-0.0668320953845977,0.0048941331915557,0.1622246950864792,-0.1726690679788589,0.0248279869556427,0.0020731934346258,0.064593032002449,-0.005201153922826,0.0637324079871177,0.0966503322124481,0.061438113451004,-0.2067737132310867,0.0341326147317886,0.0836581587791442,-0.1055690720677375,0.1133949160575866,-0.0017068273155018,-0.0801806598901748,-0.0719276145100593,-0.0073893498629331,-0.0113653214648365,0.0129634318873286,0.0626660287380218,0.1135258078575134,-0.0782152786850929,-0.0618644244968891,-0.0183293595910072,-0.0380770415067672,-0.0911565423011779,-0.103050984442234,0.0069558527320623,0.08013616502285,-0.0342309102416038,-0.1613398045301437,0.0548863373696804,0.0206951797008514,-0.0183260533958673,0.1319758594036102,0.0,0.0,0.0,0.0,0.0,0.0,0.0615337696464669,0.0,0.0,0.1027086325946913,0.3182345500246279,0.1846013089394008,0.0781521050275527,0.0,0.0,0.0,0.0,0.0430376577396319,0.0611345591266722,0.0636109513148181,0.0,0.0,0.0,0.0,0.0,0.0394920140451745,0.0,0.0,0.0,0.0,0.0,0.1068951313629347,0.0,0.0,0.1558142302451405,0.0,0.0,0.1481812881585494,0.0,0.0,0.0623479846902156,0.4884016979322064,0.0,0.0,0.1354843941714346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104468280235848,0.4279419138867057,0.143420492932443,0.1094210646121398,0.0,0.0,0.1087798488010278,0.0982471135145237,0.0,0.1050661280948179,0.0,0.0,0.0,0.0,0.3552738125917802,0.161275520555222,0.0,0.0,0.0,0.0,0.2265523796413307,0.0383316885810079,0.05407260483912,0.1141058677465187,0.0,0.0,0.0,0.0543899244005139,0.1722075716267033,0.0,0.0,0.0432594392343065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Industry Secret,reversing,Beginner,Easy,2025,business-ctf-2025,972,732,0.7530864197530864,17,57.1764705882353,4,1,4,0.0092592592592592,1,0,38,38.0,1,0,0,0,0.1310556232929229,0.1282652020454406,0.0654188245534896,0.1064729914069175,-0.0157103091478347,0.1566893905401229,0.0260666292160749,-0.050411581993103,-0.0419255271553993,-0.1505590379238128,0.0147534906864166,-0.0243280678987503,-0.0241127163171768,0.0754522979259491,0.0165810734033584,0.0925166979432106,0.0223668273538351,-9.40561294555664e-05,-0.0102050583809614,-0.0180204845964908,-0.0383399985730648,-0.0269592404365539,-0.1287732422351837,-0.0204588789492845,-0.0384568125009536,0.0018695071339607,0.0256617814302444,-0.0493343845009803,0.0187862403690814,0.0815991759300232,0.0069766342639923,0.0268225986510515,-0.0008579730056226,-0.0706386193633079,-0.0449644327163696,0.0279511176049709,-0.0229268968105316,-0.0564602389931678,-0.1138882040977478,0.0520103797316551,0.1019499525427818,-0.0363494455814361,0.01199821382761,-0.0288104377686977,0.0054431548342108,0.0940101668238639,0.073608860373497,-0.0976866334676742,0.0447825342416763,-0.0716307759284973,0.0,0.0,0.2857041017171594,0.5129251883901179,0.2158933636292364,0.0,0.0,0.0,0.0,0.1516911399619582,0.0,0.2726390400112745,0.3462702677243777,0.0,0.084261900472972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0914769843443594,0.0,0.0920822002305418,0.0,0.0,0.0,0.0635626353782729,0.0,0.0,0.0,0.0767077301134343,0.0,0.0,0.0,0.2158933636292364,0.1841644004610837,0.0,0.0,0.0,0.0,0.3001468573730549,0.0,0.0,0.0,0.0,0.0789371054953805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542899765920958,0.0,0.0706062626455176,0.1616047805092139,0.0,0.0,0.0,0.0725509446990745,0.291708538694263,0.0,0.0,0.0,0.0619592030914789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056612354683616,0.0,0.1685238009459441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Disguised,crypto,Intermediate,Medium,2025,university-ctf-2025,2917,1310,0.4490915323962975,211,13.824644549763033,11,19,11,0.0102845389098388,3,0,182,9.578947368421051,18,7,10,4,-0.0231096372008323,0.272425502538681,-0.1128844767808914,-0.0512830764055252,0.070659302175045,-0.1253771334886551,-0.1959147155284881,-0.0595248937606811,0.0601187497377395,-0.0806693881750106,-0.0826790928840637,0.0339596197009086,0.0124314948916435,0.0003246962733101,-0.1026611328125,-0.0130082443356513,0.0521357730031013,-0.0902718901634216,-0.0226322654634714,0.0708809867501258,0.1320614069700241,0.1070834845304489,-0.036325067281723,-0.0900270268321037,0.0183349847793579,0.0007256045937538,0.0389768220484256,0.1024054288864135,-0.0748012661933898,0.155184268951416,0.0115576442331075,-0.0370100885629653,0.0253322515636682,0.0231498107314109,0.0084544532001018,-0.0516311675310134,0.0216081663966178,0.0221605151891708,-0.0093889683485031,0.0042639076709747,0.0161040760576725,-0.0014600977301597,0.0280916094779968,-0.0058364840224385,-0.0192942060530185,0.0357428304851055,0.0314034782350063,0.0273517873138189,-0.1365091204643249,0.0222430229187011,0.0,0.0,0.0666080732636138,0.0358744851631823,0.2868960337051368,0.0,0.0,0.0,0.0,0.0106094254544827,0.0,0.0,0.0,0.1609821330477306,0.1532273351665506,0.0,0.0119319889760601,0.02667379420731,0.0126299519594738,0.0,0.0,0.0,0.0252599039189476,0.010432686714184,0.2303276043152377,0.0081587607287709,0.0,0.0804814940282027,0.0,0.0,0.0,0.0,0.0,0.0,0.0214600521724646,0.0995197806698043,0.0,0.0714307261571592,0.0301995824952775,0.0257612735793452,0.0,0.0,0.2011389296301201,0.3493402714222485,0.0839702492708616,0.0,0.0820856308646861,0.0,0.0162892907395858,0.0110418754392103,0.0,0.0131415564400801,0.0312980601425522,0.0,0.0133216146527227,0.0111061136066049,0.0139950415451436,0.0,0.0,0.0107911906090114,0.0252599039189476,0.0296296229435065,0.0226055901792356,0.0444244544264197,0.0,0.067419359073274,0.223268471340695,0.1360158541665223,0.0108529461025141,0.0,0.0,0.14733854979153,0.0,0.0244656554851728,0.0222122272132098,0.4760313270026434,0.0492412126485691,0.0426576587631296,0.012388729224052,0.0,0.0079190459900187,0.0223420078985648,0.0117867180897346,0.1111550692488664,0.0,0.4032698984704674,0.0112365598455456,0.011858940822633,0.0,0.0,0.026811249502478,0.0107300260862323,0.0931574057125996,0.2964425591285552,0.0348448260925095,0.0110418754392103,0.0,0.0,0.0115057214620914,0.0,0,1,0,0,0,0,0,0,0
hybrid unifier,crypto,Beginner,Easy,2024,hacktheboo-2024,1744,670,0.3841743119266055,188,9.27659574468085,17,16,17,0.0206422018348623,2,0,172,10.75,16,11,0,2,-0.02485853433609,0.3893409371376037,-0.0411709398031234,-0.0022536215838044,0.0257314071059227,0.0763633772730827,-0.2214843183755874,-0.0865052342414856,0.07870564609766,-0.1621853858232498,0.074300967156887,0.1532353609800338,-0.004637015517801,-0.0013591591268777,-0.0095357177779078,-0.0282259415835142,-0.0101830502972006,-0.1611833721399307,-0.0628535822033882,0.0413370542228221,0.052905723452568,-0.0026133614592254,-0.0289797261357307,-0.0597407072782516,0.0274117439985275,0.0140068288892507,0.088651530444622,0.0287930499762296,0.0096037834882736,-0.005705411080271,0.0470768921077251,0.0048238737508654,0.1244431212544441,-0.0473983846604824,0.0535986125469207,-0.0495409816503524,0.0860266163945198,0.0925095155835151,-0.1205614730715751,-0.0178817454725503,0.0164920482784509,-0.0140047967433929,0.0107915829867124,0.0142549555748701,0.0333897657692432,-0.017860559746623,-0.0494744777679443,-0.0335622280836105,-0.0282722990959882,-0.0694131031632423,0.0,0.0,0.0,0.0,0.1381978399996453,0.0,0.0,0.0146203074983673,0.0865651757094771,0.0,0.0136753949474158,0.0,0.0,0.0121765040952786,0.0098068723658727,0.0,0.0,0.036988879249951,0.0,0.0,0.0,0.0523616307163853,0.0105084660471804,0.190966185644281,0.170345668416122,0.0067883124480966,0.0,0.1227651478998783,0.0076705547588201,0.008632153934055,0.0443866550999412,0.0,0.0,0.0121765040952786,0.0,0.0,0.0,0.0933936474695989,0.0,0.0,0.0,0.0,0.128733153816634,0.2131511627928146,0.0,0.0,0.0512231203058478,0.0,0.0,0.0,0.0,0.0,0.0347211246625965,0.0646841355279384,0.0110839483571235,0.0184811815794109,0.0,0.0,0.0,0.0,0.0,0.0082175526793154,0.018808470343926,0.0369623631588219,0.1065339254300824,0.0373965025371156,0.1351021708636704,0.0,0.0180598969807799,0.1199310582478867,0.0654520383954816,0.165856666459798,0.0,0.0,0.0092405907897054,0.3696663652959721,0.1536376423579757,0.7453391560206608,0.0309232863679284,0.0259615076794338,0.006588863218102,0.0092945813325836,0.0196137447317455,0.0,0.0,0.0,0.0186982512685578,0.0394678546331869,0.0,0.0677656808271501,0.0148717960808993,0.0267830270077837,0.0193773784357104,0.0,0.0144959249682015,0.0,0.0,0.0,0.0287192264200205,0.0180189492902742,0,1,0,0,0,0,0,0,0
EncoDecept,web,Intermediate,Medium,2024,university-ctf-2024,1438,773,0.5375521557719054,269,5.345724907063197,5,13,5,0.0236439499304589,2,14,342,26.307692307692307,14,9,4,2,-0.302024632692337,-0.0270034372806549,-0.1892174482345581,0.3366929590702057,-0.0356270670890808,0.0517932549118995,0.1100415363907814,0.0089851906523108,0.1576535105705261,-0.0997160375118255,-0.0266137216240167,-0.0583610944449901,-0.0953625366091728,-0.0730084553360939,0.156065359711647,-0.0598973222076892,0.01875283382833,0.2069532871246338,0.0709661021828651,-0.0138789247721433,-0.0238580834120512,0.1338380128145218,0.104525975883007,0.0056018638424575,-0.0608536824584007,-0.0186437331140041,-0.0463378205895423,-0.0698157399892807,0.0770531296730041,0.0069212685339152,-0.0185197163373231,0.1421483904123306,0.008963469415903,-0.0464068129658699,-0.0624972023069858,-0.1342688649892807,0.0310643780976533,-0.0756430923938751,0.055285457521677,-0.0131865898147225,0.061907023191452,-0.0183936655521392,0.1007276028394699,0.0039100619032979,0.1074447706341743,0.0854624211788177,-0.1151884123682975,0.112872265279293,0.1488175690174102,-0.1809115707874298,0.0,0.0,0.0,0.0,0.0,0.0290374076753746,0.0,0.0,0.0499270796446405,0.1425543495035635,0.0184038892846127,0.0142342895672491,0.0,0.0,0.0,0.0,0.0,0.0497783969746809,0.0424258267699903,0.0,0.1273379416783392,0.1761663297790595,0.1272774803099709,0.1985877468610709,0.186261972862935,0.0091354839260227,0.0576905509357754,0.0750969233644565,0.0206455522602016,0.0813180490440408,0.0099556793949361,0.0,0.1997083185785621,0.2294142492752538,0.0720874045178767,0.1114337565292543,0.2150546923371591,0.068556026267046,0.0,0.0576905509357754,0.0,0.0,0.0519734322674474,0.0912709980624628,0.0,0.0166423598815468,0.126379664889715,0.0,0.0,0.0123637497092339,0.0,0.044144379868102,0.0233632643365965,0.0621783906322532,0.0,0.0124356781264506,0.0,0.2598671613372371,0.044144379868102,0.2174949761751629,0.0,0.0,0.0126559052646574,0.0,0.0,0.0,0.0681809941572019,0.0,0.0121522027628384,0.1129794458139835,0.3170993936023072,0.0776362978499603,0.0,0.0,0.0746140687587039,0.0710692335218745,0.055136107259838,0.4776440551542416,0.0,0.0,0.0177341436417266,0.0,0.0,0.1400197045787641,0.0,0.090309442764618,0.0629087034571231,0.0265572595805586,0.0306750356299785,0.0729574300141115,0.0100069829642444,0.0240291348392922,0.0782322840535396,0.2904396921842841,0.0292621967283563,0.0741824982554035,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Volnaya Forums,web,Beginner,Easy,2025,business-ctf-2025,2329,1034,0.4439673679690854,296,7.868243243243243,12,16,12,0.0154572778016316,2,19,398,24.875,15,10,0,2,-0.2497735321521759,-0.1037777513265609,0.0146073251962661,0.006937101483345,0.2778079509735107,-0.093809425830841,-0.0918962657451629,-0.1702825427055359,-0.0089029744267463,0.0654145255684852,-0.0072494596242904,-0.1062275767326355,0.0489251092076301,0.0610845759510993,0.0566979199647903,-0.0419885739684104,-0.1693304181098938,-0.1063219457864761,0.030840715393424,-0.0705015361309051,0.0875951945781707,0.0150410532951354,0.0709011703729629,0.0701082423329353,-0.0145817622542381,0.0251592434942722,-0.0420458987355232,-0.0031936671584844,-0.0329626575112342,0.0382067263126373,-0.0657123625278472,0.0634015575051307,0.0404942296445369,-0.0330025628209114,-0.0640483498573303,0.0393060259521007,-0.0569628812372684,-0.0362728163599967,-0.0868902951478958,-0.0274923667311668,-0.0879571512341499,0.0610432773828506,0.043028637766838,-0.0380872823297977,-0.020823024213314,0.0414532460272312,0.0248470976948738,-0.0304381661117076,0.0120653286576271,-0.0810657367110252,0.0,0.0,0.0091243794983878,0.0,0.0,0.0088811040540097,0.0,0.0240710674030691,0.1323419024894091,0.0,0.0112576754483309,0.0,0.0,0.0,0.0,0.0,0.0490354953628239,0.0121797958858113,0.0259519159791397,0.0180021042921048,0.2726245627358373,0.0107761100651394,0.0,0.035728323949285,0.0964079045831362,0.0055881836448882,0.0,0.0918737096633234,0.0568300620815259,0.0,0.0608989794290567,0.0151258333929799,0.0203602926906783,0.130309121780479,0.0073493215793007,0.102246192008191,0.0109624288854194,0.0489250793011136,0.0206846135819927,0.0264670209986552,0.0,0.0,0.1377661772756378,0.0079757929590887,0.009585630081823,0.0,0.007027868495101,0.0,0.0,0.0151258333929799,0.0,0.0180021042921048,0.0,0.0684622383596302,0.0,0.0,0.0,0.0847791860157771,0.0900105214605243,0.0665209352098633,0.0173012773194264,0.1082358982964822,0.0,0.0,0.054812144427097,0.023088785922692,0.00695106246381,0.0,0.0,0.0987280393086353,0.0969849905862555,0.0949803849271738,0.0,0.0418931809587182,0.0076069153732922,0.1847607318298906,0.0421585073280258,0.759655763026238,0.0254562535900813,0.0,0.0108479914427414,0.0076513607448035,0.0403654105357531,0.0095166864287444,0.0164463877856975,0.1242953245855948,0.0538738338196148,0.0081225496559842,0.0469098664618965,0.1115703121146637,0.0061212803818935,0.0073493215793007,0.1993948239772193,0.2538031687106123,0.0119331411811405,0.0075629166964899,0.0529869912598607,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
ColossalBreach,reversing,Intermediate,Medium,2024,university-ctf-2024,306,183,0.5980392156862745,24,12.75,11,1,11,0.0261437908496732,2,0,11,11.0,0,0,0,0,0.0596868582069873,0.0236640144139528,0.0540499463677406,0.0264115519821643,-0.0609041154384613,0.0373444370925426,-0.1399801075458526,0.1394036561250686,-0.1249275356531143,-0.0517455376684665,0.2390037029981613,0.2256440371274948,0.2572310864925384,-0.0246511604636907,-0.1747441887855529,-0.0783595070242881,-0.0996460616588592,-0.0363048650324344,0.157301053404808,-0.1515263766050338,-0.0665501505136489,0.0040683117695152,-0.1625611037015915,-0.0542065054178237,-0.0580689124763011,0.0397570952773094,0.0793636441230773,0.0940673872828483,0.0422340333461761,-0.0206331815570592,0.0043995855376124,-0.0067306743003427,-0.1767102181911468,-0.0377893298864364,-0.1333412379026413,-0.0945609435439109,0.0146758379414677,0.1979444622993469,-0.0869066342711448,0.0541482828557491,0.1436001658439636,0.0531151071190834,0.0908868461847305,-0.0231541413813829,0.1252538710832595,-0.0639237165451049,0.0218818001449108,0.0004118432989344,0.0144615210592746,-0.0037534313742071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411845108164582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3025699902989395,0.0,0.0,0.0,0.154287766137227,0.0,0.5521452104768462,0.0,0.4260079362897775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1394830886589035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1574131325814511,0.0,0.0,0.0,0.0,0.0,0.1853305179203671,0.0,0.0,0.0,0.1183038905630106,0.0,0.1330320454500515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207630725866525,0.0,0.1465281334117276,0.0,0.0,0.0,0.0,0.0,0.0,0.0948564838593681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141016193858693,0.3855815009316084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
